Id	HGNC_symbol	Status	HGNC_ID	HGNC_name	GeneID	UniProt_AC	UniProt_ID	Domain	MGI_symbol	MGI_ID	UniProt_AC_Mm	UniProt_ID_Mm	GeneTag	GeneDesc	Function	Modification	PMID_function	Complex_name	Target	Specific_target	Product	UniProt_ID_target	PMID_target	Comment
48	ATM	#	795	ATM serine/threonine kinase	472	Q13315	ATM_HUMAN	"FAT PF02259 2096-2489, FATC PF02260 3024-3056, PI3_PI4_kinase PF00454 2711-2962, Pfam-B_10220 PB010220 1575-1713, Pfam-B_13450 PB013450 602-830, Pfam-B_16049 PB016049 1715-1818, Pfam-B_17604 PB017604 1819-1953, Pfam-B_3386 PB003386 861-1458, TAN PF11640 5-166"	Atm	107202	Q62388	ATM_MOUSE	#	#	Histone modification write	Histone phosphorylation	19261749	#	histone	H2AXS139	#	#	19261749	Damage-induced ATM/ATR phosphorylation on S139 of histone H2AX directly recruits MDC1 through MDC1?€?s BRCT domains. MDC1 itself is a substrate of ATM/ATR.
49	ATN1	#	3033	atrophin 1	1822	P54259	ATN1_HUMAN	Atrophin-1 PF03154 1-163 349-1190	Atn1	104725	O35126	ATN1_MOUSE	#	#	Histone modification erase cofactor	#	10973986	#	histone	#	#	#	10973986	"When cotransfected into Neuro-2a cells, atrophin-1 and ETO/MTG8 colocalize."
50	ATR	#	882	ATR serine/threonine kinase	545	Q13535	ATR_HUMAN	"FAT PF02259 1771-2092, FATC PF02260 2612-2644, PI3_PI4_kinase PF00454 2321-2567, Pfam-B_15857 PB015857 1226-1489, Pfam-B_17853 PB017853 1-129, Pfam-B_20071 PB020071 291-659, Pfam-B_21066 PB021066 131-289, Pfam-B_21726 PB021726 661-1009, Pfam-B_22672 PB022672 1011-1079, UME PF08064 1119-1225"	Atr	108028	Q9JKK8	ATR_MOUSE	#	#	Histone modification write	Histone phosphorylation	11673449	#	histone	H2AX	#	#	11673449	"While H2AX phosphorylation requires ATR, this phosphorylation event is independent of Hus1. Thus, the phosphorylated H2AX may function upstream of Hus1 in the transduction of DNA damage."
51	ATRX	#	886	alpha thalassemia/mental retardation syndrome X-linked	546	P46100	ATRX_HUMAN	"Helicase_C PF00271 2076-2155, Pfam-B_12326 PB012326 1906-2016, Pfam-B_14952 PB014952 1242-1362, Pfam-B_16104 PB016104 2368-2490, Pfam-B_16400 PB016400 1424-1474, Pfam-B_17163 PB017163 1364-1422, Pfam-B_19720 PB019720 751-889, Pfam-B_24253 PB024253 1181-1239, Pfam-B_3534 PB003534 45-304, SNF2_N PF00176 1563-1889"	Atrx	103067	Q61687	ATRX_MOUSE	#	#	Chromatin remodelling	#	9499421	#	histone	"H3K9me2, H3K9me3, H3K4"	#	#	"9499421, 21666677"	The characteristics of the helicase domains make the XNP protein a new member of the SNF2/SWI DNA helicase family. XNP could regulate gene expression by direct interaction with heterochromatin-associated proteins.A yeast two-hybrid analysis using XNP and several human heterochromatin-associated proteins showed a specific interaction between the XNP and the EZH2 proteins.
52	ATXN7	#	10560	ataxin 7	6314	O15265	ATX7_HUMAN	"Pfam-B_15485 PB015485 781-879, Pfam-B_23658 PB023658 129-174, Pfam-B_6735 PB006735 491-579, SCA7 PF08313 318-397"	Atxn7	2179277	Q8R4I1	ATX7_MOUSE	ATXN	Ataxins	Histone modification write cofactor	Histone acetylation	16494529	SAGA	histone	#	#	#	16494529	"Ataxin-7 (ATXN7) is a subunit of the GCN5 histone acetyltransferase?€?containing coactivator complexes TFTC/STAGA. TFTC/STAGA complexes purified from SCA7 mice have normal TRRAP, GCN5, TAF12, and SPT3 levels and that their histone or nucleosomal acetylation activities are unaffected."
53	ATXN7L3	#	25416	ataxin 7-like 3	56970	Q14CW9	AT7L3_HUMAN	"Pfam-B_25595 PB025595 276-345, SCA7 PF08313 201-239, Sgf11 PF08209 80-112"	Atxn7l3	3036270	A2AWT3	AT7L3_MOUSE	#	#	Histone modification erase cofactor	Histone deubiquitination	18206972	SAGA	histone	#	#	#	18206972	"ATXN7L3, USP22, and ENY2 are the human orthologs of yeast Sgf11, Ubp8, and Sus1, respectively, and they are integral components of TFTC/STAGA complex. These three proteins together form a module of the TFTC/STAGA complex, which specifically removes the ubiquitin moiety from monoubiquitinated histones H2A and H2B."
54	AURKA	#	11393	aurora kinase A	6790	O14965	AURKA_HUMAN	"Pfam-B_20489 PB020489 1-59, Pkinase PF00069 133-383"	Aurka	894678	P97477	AURKA_MOUSE	PPP1R	"Serine/threonine phosphatases / Protein phosphatase 1, regulatory subunits"	Histone modification write	Histone phosphorylation	12576638	#	histone	H3	H3S10ph	#	12576638	"Xenopus Aurora-A = AURKA, pEg2, phosphorylate specifically H3 at Serine10 in vitro."
55	AURKB	#	11390	aurora kinase B	9212	Q96GD4	AURKB_HUMAN	"Pfam-B_34716 PB034716 1-46, Pkinase PF00069 77-327"	Aurkb	107168	O70126	AURKB_MOUSE	PPP1R	"Serine/threonine phosphatases / Protein phosphatase 1, regulatory subunits"	Histone modification write	Histone phosphorylation	11856369	#	histone	"H3S10, H3S28"	#	#	11856369	"Aurora-B=AURKB directly phosphorylated H3, not only at Ser10 but also at Ser28."
56	AURKC	#	11391	aurora kinase C	6795	Q9UQB9	AURKC_HUMAN	Pkinase PF00069 43-293	Aurkc	1321119	O88445	AURKC_MOUSE	#	#	Histone modification write	Histone phosphorylation	15499654	#	histone	"H3S10, H3S28"	#	#	15499654	"Aurora-C=AURKC, like Aurora-B kinase, is a chromosomal passenger protein localizing first to centromeres and then to the midzone of mitotic cells. Aurora-C transcript is expressed at a moderate level albeit about an order of magnitude lower than Aurora-B transcript in diploid human fibroblasts."
57	BABAM1	#	25008	BRISC and BRCA1 A complex member 1	29086	Q9NWV8	BABA1_HUMAN	Pfam-B_4074 PB004074 1-327	Babam1	1915501	Q3UI43	BABA1_MOUSE	#	#	Histone modification erase cofactor	Histone deubiquitination	19261746	"BRISC, BRCA1-A"	histone	#	#	#	19261746	"MERIT40 (Mediator of Rap80 Interactions and Targeting 40 kD)/(C19orf62) is a Rap80-associated protein. MERIT40 is required for Rap80-associated lysine63?€?ubiquitin DUB activity, a critical component of BRCA1?€?Rap80 G2 checkpoint and viability responses to ionizing radiation. Thus, MERIT40 represents a novel factor that links BRCA1?€?Rap80 complex integrity, DSB recognition, and ubiquitin chain hydrolytic activities to the DNA damage response."
58	BAHD1	#	29153	bromo adjacent homology domain containing 1	22893	Q8TBE0	BAHD1_HUMAN	BAH PF01426 623-779	Bahd1	2139371	Q497V6	BAHD1_MOUSE	#	#	Chromatin remodelling	#	19666599	#	histone	H3K27me3	#	#	19666599	Two-hybrid screen suggest that BAHD1 could link chromatin condensation activities to DNA-binding transcription factors. The BAH domain does not bind H3K27me3 in vitro but is required for BAHD1 colocalization with H3K27me3 in vivo.
59	BANP	#	13450	BTG3 associated nuclear protein	54971	Q8N9N5	BANP_HUMAN	BEN PF10523 249-322	Banp	1889023	Q8VBU8	BANP_MOUSE	BEND	BEN domain containing	Histone modification write	Histone acetylation	16166625	#	histone	"H3K9, H4K8"	#	#	16166625	SMAR1 (=BANP) directs the histone modifications at a distance. Overexpression of SMAR1 deacetylates the histones in the probe II and III region and depletion of SMAR1 increases acetylation in this region. Possibly SMAR1 controls the histone acetylation status at a distance.
60	BAP1	#	950	BRCA1 associated protein-1 (ubiquitin carboxy-terminal hydrolase)	8314	Q92560	BAP1_HUMAN	"Peptidase_C12 PF01088 4-217, Pfam-B_14567 PB014567 441-579, Pfam-B_16218 PB016218 271-439, Pfam-B_4660 PB004660 581-693"	Bap1	1206586	Q99PU7	BAP1_MOUSE	#	#	"Histone modification erase, Polycomb group (PcG) protein"	"Histone deubiquitination, #"	20436459	PR-DUB	histone	H2AK119ub1	H2AK119	#	"19815555, 19188440, 20436459"	The Polycomb group proteins BAP1 and ASX form a conserved complex in vivo and in vitro.
61	BARD1	#	952	BRCA1 associated RING domain 1	580	Q99728	BARD1_HUMAN	"Ank PF00023 427-459 460-491 493-525, BRCT PF00533 568-640, Pfam-B_30184 PB030184 161-239, Pfam-B_32178 PB032178 241-290, Pfam-B_32432 PB032432 291-339, Pfam-B_33025 PB033025 723-775, zf-RING_6 PF14835 41-105"	Bard1	1328361	O70445	BARD1_MOUSE	ANKRD	Ankyrin repeat domain containing	Histone modification write	Histone ubiquitination	19916563	"BRCC, BRCA1-A"	histone	"H2AX, H2A, H2B, H3, H4"	"H2AXub, H2Aub, H2Bub, H3ub, H4ub"	#	"19916563, 12485996"	"BARD1, like CstF-50, also interacts with RNA polymerase II. BARD1-mediated inhibition of polyadenylation may prevent inappropriate RNA processing during transcription,"
62	BAZ1A	#	960	"bromodomain adjacent to zinc finger domain, 1A"	11177	Q9NRL2	BAZ1A_HUMAN	"Bromodomain PF00439 1438-1521, DDT PF02791 422-487, PHD PF00628 1150-1198, Pfam-B_18021 PB018021 670-767, Pfam-B_18567 PB018567 769-877, Pfam-B_19398 PB019398 1210-1430, WAC_Acf1_DNA_bd PF10537 22-122, WHIM1 PF15612 592-640"	Baz1a	1309478	O88379	BAZ1A_MOUSE	PHF	"Zinc fingers, PHD-type"	Histone chaperone	#	14759371	"ACF, CHRAC"	histone	#	#	#	14759371	ACF1-ISWI complex (ATP-dependent chromatin assembly and remodeling factor [ACF]) associates with histone-fold proteins (CHRAC-15 and CHRAC-17 in the human chromatin accessibility complex [CHRAC]). These histone-fold proteins facilitate ATP-dependent nucleosome sliding by ACF. Direct interaction of the CHRAC-15/17 complex with the ACF1 subunit is essential for this process.
63	BAZ1B	#	961	"bromodomain adjacent to zinc finger domain, 1B"	9031	Q9UIG0	BAZ1B_HUMAN	"Bromodomain PF00439 1348-1431, PHD PF00628 1186-1234, WAC_Acf1_DNA_bd PF10537 20-120, WHIM1 PF15612 724-773, WHIM2 PF15613 899-936, WHIM3 PF15614 991-1031"	Baz1b	1353499	Q9Z277	BAZ1B_MOUSE	PHF	"Zinc fingers, PHD-type"	Histone modification write	Histone phosphorylation	19092802	"B-WICH, WINAC"	histone	"H2AXT142, H3"	H2AXY142ph	#	19092802	"WSTF=BAZ1B phosphorylates Tyr 142 of H2A.X, and WSTF activity has an important role in regulating several events that are critical for the DNA damage response."
64	BAZ2A	#	962	"bromodomain adjacent to zinc finger domain, 2A"	11176	Q9UIF9	BAZ2A_HUMAN	"Bromodomain PF00439 1802-1885, DDT PF02791 848-910, MBD PF01429 546-620, PHD PF00628 1678-1726, Pfam-B_14139 PB014139 1518-1541, Pfam-B_1702 PB001702 2-228, Pfam-B_25722 PB025722 1211-1279, Pfam-B_3124 PB003124 701-789 1085-1136, Pfam-B_32186 PB032186 1484-1516, Pfam-B_6766 PB006766 331-489, WHIM1 PF15612 950-999, WHIM3 PF15614 1439-1480"	Baz2a	2151152	Q91YE5	BAZ2A_MOUSE	PHF	"Zinc fingers, PHD-type"	"Chromatin remodelling, Histone modification erase"	"#, Histone deacetylation"	11532953	NoRC	"histone, DNA"	"H4K16ac, DNA motif"	"H4K5, H4K8, H4K12"	#	11532953	TIP5=BAZ2A is a member of a family of chromatin remodeling factors. Fig. 1 in the reference.
65	BAZ2B	#	963	"bromodomain adjacent to zinc finger domain, 2B"	29994	Q9UIF8	BAZ2B_HUMAN	"Bromodomain PF00439 2069-2151, DDT PF02791 1087-1149, MBD PF01429 739-813, PHD PF00628 1933-1981, Pfam-B_10350 PB010350 521-649, Pfam-B_12038 PB012038 1200-1479, Pfam-B_13066 PB013066 91-399, Pfam-B_1587 PB001587 401-519, Pfam-B_17078 PB017078 1618-1728, Pfam-B_17427 PB017427 1-89, Pfam-B_9375 PB009375 1481-1616"	Baz2b	2442782	#	#	PHF	"Zinc fingers, PHD-type"	Histone modification read	#	22464331	#	"histone, DNA"	"H1.4ac, H2Aac, H2Bac, H3ac,  H4Kac"	#	#	22464331	Fig. 5 in the reference.
66	BCOR	#	20893	BCL6 corepressor	54880	Q6W2J9	BCOR_HUMAN	"Ank_2 PF12796 1460-1560, Pfam-B_11277 PB011277 41-289, Pfam-B_26758 PB026758 300-329, Pfam-B_27995 PB027995 1241-1359, Pfam-B_30654 PB030654 1361-1419, Pfam-B_5207 PB005207 421-1239"	Bcor	1918708	Q8CGN4	BCOR_MOUSE	ANKRD	Ankyrin repeat domain containing	Polycomb group (PcG) protein	#	16943429	BCOR	#	#	#	#	16943429	The recruitment of BCOR complex PcG proteins to target genes by BCL6=BCOR in B cells suggests that BCL6 functions as a PcG-targeting factor.
67	BCORL1	#	25657	BCL6 corepressor-like 1	63035	Q5H9F3	BCORL_HUMAN	"Ank_2 PF12796 1410-1486 1426-1519, Pfam-B_1109 PB001109 110-149, Pfam-B_16739 PB016739 560-637, Pfam-B_20248 PB020248 740-800, Pfam-B_31169 PB031169 1-76, Pfam-B_8912 PB008912 383-533"	Bcorl1	2443910	A2AQH4	BCORL_MOUSE	ANKRD	Ankyrin repeat domain containing	Histone modification erase cofactor	Histone deacetylation	"23523425, 17379597"	BCOR	histone	H3K36me2	#	#	23523425	"Homologous to BCOR; which is a component of a complex (dRAF-like complex) in companion with KDM2B, a H3K36me2 demethylase."
68	BMI1	#	1066	"BMI1 proto-oncogene, polycomb ring finger"	648	P35226	BMI1_HUMAN	zf-C3HC4 PF00097 18-56	Bmi1	88174	P25916	BMI1_MOUSE	"RNF, PCGF"	"RING-type (C3HC4) zinc fingers, Polycomb group ring fingers"	Polycomb group (PcG) protein	#	15386022	PRC1	#	#	#	#	15386022	"The complex, termed hPRC1L (human Polycomb repressive complex 1-like), is composed of several Polycomb-group proteins including Ring1, Ring2, Bmi1 and HPH2."
69	BPTF	#	3581	bromodomain PHD finger transcription factor	2186	Q12830	BPTF_HUMAN	"Bromodomain PF00439 2936-3019, DDT PF02791 240-300, PHD PF00628 392-437 2869-2918, Pfam-B_14861 PB014861 2113-2229, Pfam-B_26081 PB026081 91-205, Pfam-B_911 PB000911 1922-2111, Pfam-B_94218 PB094218 1-89, WHIM1 PF15612 339-388"	Bptf	2444008	#	#	PHF	"Zinc fingers, PHD-type"	Chromatin remodelling	#	18974875	NuRF	chromatin	#	#	#	18974875	"Chromatin remodeling protein Bptf (Bromodomain PHD-finger Transcription Factor), the largest subunit of NURF (Nucleosome Remodeling Factor) in a mammal."
70	BRCA1	#	1100	"breast cancer 1, early onset"	672	P38398	BRCA1_HUMAN	"BRCT PF00533 1648-1723 1756-1842, BRCT_assoc PF12820 344-508, EIN3 PF04873 648-978, Pfam-B_17893 PB017893 1404-1493, zf-C3HC4 PF00097 24-64"	Brca1	104537	P48754	BRCA1_MOUSE	"RNF, PPP1R"	"RING-type (C3HC4) zinc fingers, Serine/threonine phosphatases / Protein phosphatase 1, regulatory subunits"	"Histone modification write cofactor, Histone modification write cofactor, Histone modification write cofactor, TF, TF"	"Histone acetylation, Histone methylation, Histone ubiquitination, TF activator, TF repressor"	20820192	"BRCC, BRCA1-A"	DNA	DNA motif	#	#	20820192	"BRCA1 acts as a transcription factor, which regulates expression of many genes involved in many biological processes. DNMT1, the methylation maintenance enzyme, is a transcriptional target of BRCA1. Impaired function of BRCA1 leads to global DNA hypomethylation, loss of genomic imprinting, and an open chromatin configuration in several types of tissues examined in a BRCA1 mutant mouse model at premaligant stages. BRCA1 deficiency is also associated with significantly increased expression levels of several protooncogenes."
71	BRCA2	#	1101	"breast cancer 2, early onset"	675	P51587	BRCA2_HUMAN	"BRCA-2_OB1 PF09103 2670-2800, BRCA-2_OB3 PF09104 3052-3190, BRCA-2_helical PF09169 2479-2667, BRCA2 PF00634 1002-1036 1212-1246 1421-1455 1517-1551 1664-1698 1837-1871 1971-2005 2051-2085, Pfam-B_13057 PB013057 2141-2448, Pfam-B_47717 PB047717 2449-2478, Pfam-B_8258 PB008258 651-989, Tower PF09121 2831-2872"	Brca2	109337	P97929	BRCA2_MOUSE	FANC	"Fanconi anemia, complementation groups"	Histone modification write	Histone acetylation	9619837	BRCC	"histone, DNA"	"H3, H4, ssDNA"	#	#	9619837	BRCA2 proteins acetylate primarily H3 and H4 of free histones. This suggests that HAT activity of BRCA2 may play an important role in the regulation of transcription and tumor suppressor function.
72	BRCC3	#	24185	"BRCA1/BRCA2-containing complex, subunit 3"	79184	P46736	BRCC3_HUMAN	JAB PF01398 7-148	Brcc3	2389572	P46737	BRCC3_MOUSE	#	#	Histone modification erase	Histone deubiquitination	19202061	"BRISC, BRCA1-A"	histone	"H2AK63, H2AXK63"	"H2A, H2AX"	#	19202061	Involved in DNA damage response and reverses RNF8 ubiquitination activity. Rap80-BRCC36 DUB Activity and ??H2AX hydrolysis Ubiquitination. Rap80 is required for BRCA1 and BRCC36 localization to DSBs.
73	BRD1	#	1102	bromodomain containing 1	23774	O95696	BRD1_HUMAN	"Bromodomain PF00439 571-654, EPL1 PF10513 46-196, PHD_2 PF13831 228-262, PWWP PF00855 927-1042, zf-HC5HC2H_2 PF13832 269-388"	Brd1	1924161	#	#	#	#	Histone modification read	#	21720545	MOZ/MORF	histone	"H3K36me3, H3"	#	#	21720545	"The PWWP domains in BRPF1, BRPF2=BRD1, HDGF2, MUM1 and the N-terminal PWWP domains of WHSC1 and WHSC1L1 show weak binding affinity to histones with H3K36, K3K79 or H4K20 methylation."
74	BRD2	#	1103	bromodomain containing 2	6046	P25440	BRD2_HUMAN	"Bromodomain PF00439 84-168 353-441, Pfam-B_12618 PB012618 624-776, Pfam-B_14336 PB014336 541-613"	Brd2	99495	Q7JJ13	BRD2_MOUSE	#	#	Histone modification read	#	18406326	#	histone	"H3K9me2, H3K14me2, H4K5ac, H4K12ac"	#	#	18406326	"Brd2- and Brd3-associated chromatin is significantly enriched in H4K5, H4K12, and H3K14 acetylation and contains relatively little dimethylated H3K9. Both Brd2 and Brd3 allowed RNA polymerase II to transcribe through nucleosomes in a defined transcription system. Such activity depended on specific histone H4 modifications known to be recognized by the Brd proteins."
75	BRD3	#	1104	bromodomain containing 3	8019	Q15059	BRD3_HUMAN	Bromodomain PF00439 42-128 315-403	Brd3	1914632	Q8K2F0	BRD3_MOUSE	#	#	Histone modification read	#	18406326	#	histone	"H3K9me2, H3K14me2, H4K5ac, H4K12ac"	#	#	18406326	"Brd2- and Brd3-associated chromatin is significantly enriched in H4K5, H4K12, and H3K14 acetylation and contains relatively little dimethylated H3K9. Both Brd2 and Brd3 allowed RNA polymerase II to transcribe through nucleosomes in a defined transcription system. Such activity depended on specific histone H4 modifications known to be recognized by the Brd proteins."
76	BRD4	#	13575	bromodomain containing 4	23476	O60885	BRD4_HUMAN	"Bromodomain PF00439 67-152 357-445, Pfam-B_14896 PB014896 1187-1263, Pfam-B_15118 PB015118 509-647, Pfam-B_18611 PB018611 648-667, Pfam-B_24632 PB024632 833-892, Pfam-B_29595 PB029595 1283-1311, Pfam-B_35798 PB035798 1136-1185, Pfam-B_361 PB000361 1324-1357"	Brd4	1888520	Q9ESU6	BRD4_MOUSE	#	#	Histone modification read	#	12840145	#	histone	"H3K9, H3K14, H4K5, H4K12"	#	#	12840145	"Brd4 avidly binds to di- and tetraacetylated histone H4 and diacetylated H3, but weakly or not at all to mono- and unacetylated H3 and H4."
77	BRD7	#	14310	bromodomain containing 7	29117	Q9NPI1	BRD7_HUMAN	"Bromodomain PF00439 140-223, DUF3512 PF12024 286-534, Pfam-B_1543 PB001543 591-649, Pfam-B_64177 PB064177 1-49"	Brd7	1349766	O88665	BRD7_MOUSE	#	#	Histone modification read	#	17498659	SWI/SNF BRM-BRG1	histone	"H3K9ac, H3K14ac, H3K8ac"	#	#	17498659	"BRD7 bromodomain contains the typical left-handed four-helix bundle topology, and can bind with weak affinity to lysine-acetylated peptides derived from histone H3 with K9 or K14 acetylated and from histone H4 with K8, K12 or K16 acetylated."
78	BRD8	#	19874	bromodomain containing 8	10902	Q9H0E9	BRD8_HUMAN	"Bromodomain PF00439 713-799 1112-1195, Pfam-B_19676 PB019676 1-69, Pfam-B_55933 PB055933 71-109"	Brd8	1925906	Q8R3B7	BRD8_MOUSE	#	#	Histone modification read	#	14966270	"SWR, NuA4, NuA4-related complex"	histone	#	#	#	14966270	Part of the NuA4 histone acetyltransferase complex.
79	BRD9	#	25818	bromodomain containing 9	65980	Q9H8M2	BRD9_HUMAN	"Bromodomain PF00439 143-228, DUF3512 PF12024 268-505, Pfam-B_8260 PB008260 511-595"	Brd9	2145317	Q3UQU0	BRD9_MOUSE	#	#	Histone modification read	#	22464331	SWI/SNF BRM-BRG1	histone	H3	#	#	22464331	Fig. 5 in the reference.
80	BRDT	#	1105	"bromodomain, testis-specific"	676	Q58F21	BRDT_HUMAN	"Bromodomain PF00439 36-121 276-364, Pfam-B_11430 PB011430 710-791"	Brdt	1891374	Q91Y44	BRDT_MOUSE	#	#	Histone modification read	#	22901802	#	histone	"H4K5ac, H4K8ac"	#	#	22901802	Biochemical and crystallographic studies confirm that occupancy of the BRDT acetyl-lysine binding pocket by JQ1 prevents recognition of acetylated histone H4.
81	BRE	#	1106	brain and reproductive organ-expressed (TNFRSF1A modulator)	9577	Q9NXR7	BRE_HUMAN	BRE PF06113 1-333	Bre	1333875	Q8K3W0	BRE_MOUSE	#	#	Histone modification write cofactor	Histone ubiquitination	14636569	"BRISC, BRCC, BRCA1-A"	histone	#	#	#	14636569	"BRCC36 and BRCC45 are novel components of the complex with sequence homology to a subunit of the signalosome and proteasome complexes. Reconstitution of a recombinant four-subunit complex containing BRCA1/BARD1/BRCC45/BRCC36 revealed an enhanced E3 ligase activity compared to that of BRCA1/BARD1 heterodimer. Furthermore, a recent report describes the ability of BRCA1-BARD1 heterodimer to autoubiquitinate BRCA1 and BARD1 and transubiquitinate the histone H2A(X)."
